ID,SFR,2MASS_ID,NAME,PI,EPI,FL_PI,DPC,EDPC_H,EDPC_L,FL_MULT,SEP,SED,SPT,REF_SPT,FL_Teff,logTeff,elogTeff,REF_Teff,logLs_in,d_in,elogLs_in,FL_logLs,logLs,elogLs_H,elogLs_L,REF_Ls,FL_logMs,logMs,elogMs_H,elogMs_L,FL_logt,logt,elogt_H,elogt_L,nu_B7,FL_B7,F_B7,eF_B7,LIM_B7,REF_B7,nu_B6,FL_B6,F_B6,eF_B6,LIM_B6,REF_B6,nu_B3,FL_B3,F_B3,eF_B3,LIM_B3,REF_B3,FL_A67,A67,eA67_hi,eA67_lo,LIM_A67,FL_A36,A36,eA36_hi,eA36_lo,LIM_A36,FL_R7,R7,eR7_hi,eR7_lo,LIM_R7,REF_R7,FL_R6,R6,eR6_hi,eR6_lo,LIM_R6,REF_R6,FL_Mgas,Mgas,FL_RCO,R_CO,eR_CO
,Oph,J16265444-2426207,VSSG_5_AB,7.19,0.20,cluster_mean,139.0,4.2,4.4,J,0.148,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,1.27,0.14,0.00,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16265444-2426207,VSSG_5_A,7.19,0.20,cluster_mean,138.5,4.8,3.8,B,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16265444-2426207,VSSG_5_B,7.19,0.20,cluster_mean,138.5,4.8,3.8,B,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
59,Oph,J16265477-2427022,ISO-Oph_79,7.19,0.20,cluster_mean,139.1,4.1,4.5,U,0,FS,,Natta06,0,3.460,0.050,Natta06,-1.520,125.0,0.200,0,-1.417,0.191,0.216,Manara15,0,-1.122,0.469,0.102,0,6.51,0.55,0.55,,,,,,,225.5,0,1.20,0.13,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,,J162656.3-244120,7.19,0.20,cluster_mean,138.1,5.1,3.5,U,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.08,0.13,0.39,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
60,Oph,J16265677-2413515,ISO-Oph_83,7.47,0.21,GaiaDR2,133.5,4.5,3.9,S,0,II,K7,Wilking05,0,3.602,0.030,Wilking05,-0.420,150.0,0.150,0,-0.518,0.151,0.155,Wilking15,0,-0.107,0.031,0.207,0,6.78,0.30,0.43,,,,,,,225.5,0,15.41,1.22,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16265733-2435388,WL_21,7.19,0.20,cluster_mean,138.5,4.8,3.8,U,0,II,,Natta06,0,3.470,0.050,Natta06,-1.270,125.0,0.200,0,-1.173,0.198,0.206,Manara15,0,-1.005,0.466,0.071,0,6.38,0.59,0.44,,,,,,,225.5,0,1.19,0.12,0.00,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
61,Oph,J16265827-2437409,ISO-Oph_85,7.19,0.20,cluster_mean,138.5,4.8,3.8,U,0,FS,,Natta06,0,3.500,0.050,Natta06,-0.480,160.0,0.200,0,-0.599,0.197,0.206,Natta06,0,-0.767,0.367,0.092,0,6.00,0.44,0.85,,,,,,,225.5,1,0.10,0.14,0.52,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16265839-2421299,ISO-Oph_86,7.19,0.20,cluster_mean,138.7,4.6,4.0,U,0,II,,Natta06,0,3.510,0.050,Natta06,-0.600,125.0,0.200,0,-0.513,0.206,0.199,Natta06,0,-0.701,0.346,0.112,0,5.95,0.46,0.83,,,,,,,225.5,0,0.42,0.13,0.00,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,,SR_24_NS,7.19,0.20,cluster_mean,138.9,4.4,4.2,HJ,5.071,II,,,-1,,,,,,,-1,,,,,,,,,,,,,340.0,0,509.00,6.00,0.00,Tripathi17,225.5,0,180.30,0.43,0.00,Cieza18,109.0,0,30.46,0.15,0.00,Pinilla19,9,2.53,0.35,0.35,0.00,9,2.45,0.19,0.20,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
62,Oph,J16265843-2445318,SR_24_N_AB,7.19,0.20,cluster_mean,138.1,5.1,3.5,HJB,0.0965,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,235.0,1,-1.00,-1.00,0.23,Pinilla17,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16265850-2445368,SR_24_S,7.19,0.20,cluster_mean,138.1,5.1,3.5,HC,0,II,K1,Erickson11,0,3.705,0.030,Erickson11,0.300,130.0,0.150,0,0.353,0.157,0.147,Erickson11,0,0.175,0.043,0.108,0,6.32,0.40,0.31,340.0,0,509.00,6.00,0.00,Tripathi17,225.5,0,180.30,0.43,0.00,Cieza18,109.0,0,30.46,0.15,0.00,Pinilla19,0,2.53,0.35,0.35,0.00,0,2.45,0.20,0.19,0.00,0,1.92,0.03,0.02,1.96,Tripathi17,,,,,,,,,,,
,Oph,J16265863-2418346,ISO-Oph_87,7.19,0.20,cluster_mean,138.9,4.4,4.2,U,0,II,M4.5,Manara15,0,3.505,0.007,Manara15,-0.963,125.0,0.020,0,-0.873,0.035,0.033,Manara15,0,-0.711,0.043,0.085,0,6.17,0.08,0.10,,,,,,,225.5,0,3.98,0.12,0.00,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16265867-2424555,J16265867,7.19,0.20,cluster_mean,138.7,4.6,4.0,U,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,0.18,0.12,0.54,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16265904-2435568,WL_14,7.19,0.20,cluster_mean,138.6,4.7,3.9,U,0,II,,Natta06,0,3.490,0.050,Natta06,-0.870,125.0,0.200,0,-0.791,0.213,0.190,Manara15,0,-0.750,0.370,0.082,0,6.11,0.66,0.21,,,,,,,225.5,1,-0.11,0.11,0.33,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
63,Oph,J16270300-2426146,ISO-Oph_93,7.19,0.20,cluster_mean,138.2,5.0,3.6,U,0,FS,,Natta06,0,3.520,0.050,Natta06,-0.510,125.0,0.200,0,-0.409,0.192,0.211,Manara15,0,-0.686,0.376,0.081,0,5.93,0.46,0.81,,,,,,,225.5,0,21.73,0.26,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
64,Oph,J16270359-2420054,ISO-Oph_94,7.19,0.20,cluster_mean,138.6,4.7,3.9,U,0,FS,M1.5,Manara15,0,3.556,0.028,Manara15,-2.046,125.0,0.145,9,-0.500,0.151,0.146,Manara15,0,-0.350,0.124,0.280,0,6.25,0.40,0.54,,,,,,,225.5,0,35.49,0.22,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
65,Oph,J16270410-2428299,WL_1,7.19,0.20,cluster_mean,138.7,4.7,4.0,U,0,FS,,Natta06,0,3.580,0.050,Natta06,0.110,125.0,0.200,0,0.181,0.221,0.182,Manara15,0,-0.381,0.312,0.083,0,5.62,0.44,0.64,,,,,,,225.5,0,14.30,0.23,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
66,Oph,J16270457-2427156,ISO-Oph_98,7.19,0.20,cluster_mean,138.6,4.7,3.9,U,0,FS,,Natta06,0,3.560,0.050,Natta06,-0.060,125.0,0.200,0,0.031,0.200,0.200,Manara15,0,-0.451,0.289,0.103,0,5.71,0.39,0.71,,,,,,,225.5,1,-0.03,0.15,0.45,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
67,Oph,J16270524-2436297,ISO-Oph_99,7.19,0.20,cluster_mean,138.6,4.7,3.9,U,0,I,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,54.85,0.54,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16270567-2440130,ISO-Oph_100,7.19,0.20,cluster_mean,138.6,4.7,3.9,U,0,III,,Natta06,0,3.450,0.050,Natta06,-1.760,125.0,0.200,0,-1.663,0.196,0.207,Manara15,0,-1.278,0.509,0.092,0,6.65,0.54,0.67,,,,,,,225.5,1,0.21,0.11,0.54,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16270597-2426185,ISO-Oph_101,7.19,0.20,cluster_mean,138.5,4.8,3.8,U,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.03,0.12,0.36,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16270597-2428363,GY_202,7.19,0.20,cluster_mean,138.0,5.3,3.4,U,0,II,M7,AlvesdeOliveira12,0,3.462,0.022,Testi16,-1.699,122.0,0.200,0,-1.597,0.214,0.192,Testi16,0,-1.214,0.246,0.103,0,6.59,0.18,0.65,338.0,-1,-1.00,-1.00,0.50,Testi16,225.5,1,0.16,0.12,0.52,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16270659-2441488,ISO-Oph_102,7.04,0.13,GaiaDR2,142.0,2.9,3.6,U,0,II,M5,Manara15,0,3.495,0.007,Manara15,-1.328,125.0,0.150,0,-1.221,0.154,0.150,Manara15,0,-0.808,0.065,0.065,0,6.50,0.17,0.22,338.0,0,3.80,0.19,0.00,Testi16,225.5,0,1.81,0.13,0.00,Williams19,93.1,0,0.22,0.03,0.00,Ricci12,0,1.83,0.42,0.41,0.00,0,2.38,0.25,0.23,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
68,Oph,J16270677-2438149,WL_17,7.19,0.20,cluster_mean,138.3,4.9,3.7,U,0,I,,Natta06,0,3.630,0.050,Natta06,0.430,125.0,0.200,0,0.534,0.190,0.215,Manara15,0,-0.211,0.341,0.062,0,5.48,0.57,0.46,345.0,0,100.00,7.00,0.00,Andrews07,225.5,0,22.19,0.37,0.00,Cieza18,97.5,0,7.20,0.04,0.00,Sheehan17,0,3.54,0.37,0.38,0.00,9,1.34,0.17,0.17,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
69,Oph,J16270907-2412007,ISO-Oph_106,7.08,0.21,GaiaDR2,140.3,5.4,3.8,U,0,II,M2.5,Erickson11,0,3.535,0.030,Erickson11,-1.010,130.0,0.150,0,-0.939,0.152,0.153,Erickson11,0,-0.453,0.132,0.324,0,6.62,0.45,0.52,,,,,,,225.5,0,3.62,0.12,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
70,Oph,J16270910-2434081,WL_10,7.65,0.47,GaiaDR2,130.2,9.9,6.7,S,0,II,,Natta06,0,3.620,0.050,Natta06,0.380,125.0,0.200,0,0.426,0.207,0.207,Manara15,0,-0.256,0.346,0.061,0,5.55,0.54,0.50,343.4,0,91.20,1.20,0.00,Cox17,225.5,0,40.73,0.47,0.00,Cieza18,,,,,,,0,1.92,0.34,0.34,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
71,Oph,J16270935-2440224,ISO-Oph_107,7.19,0.20,cluster_mean,138.4,4.9,3.8,U,0,FS,,Natta06,0,3.510,0.050,Natta06,-0.580,125.0,0.200,0,-0.462,0.175,0.227,Manara15,0,-0.725,0.355,0.081,0,5.94,0.42,0.84,,,,,,,225.5,0,9.50,0.15,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16271027-2419127,SR_21,7.23,0.06,GaiaDR2,137.8,2.4,2.1,U,0,II,G3,Cohen79,0,3.760,0.030,Andrews18,1.110,138.0,0.200,0,1.095,0.214,0.187,Andrews18,0,0.402,0.064,0.096,0,6.04,0.44,0.37,346.6,0,405.00,3.00,0.00,Tripathi17,240.0,0,150.00,15.00,0.00,Andre94,87.0,0,4.20,0.40,0.00,Ricci10,0,2.70,0.49,0.46,0.00,0,3.52,0.20,0.20,0.00,0,1.86,0.02,0.01,1.90,Tripathi17,,,,,,,,,,,
72,Oph,J16271117-2440466,ISO-Oph_112,7.19,0.20,cluster_mean,138.0,5.2,3.4,U,0,FS,,Natta06,0,3.600,0.050,Natta06,0.290,125.0,0.200,0,0.381,0.203,0.203,Manara15,0,-0.299,0.315,0.071,0,5.54,0.47,0.57,343.4,0,126.20,2.40,0.00,Cox17,225.5,0,38.29,0.18,0.00,Cieza18,,,,,,,0,2.84,0.34,0.34,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
73,Oph,J16271171-2438320,WL_19,7.19,0.20,cluster_mean,138.8,4.5,4.1,U,0,FS,,Natta06,0,3.710,0.050,Natta06,0.920,125.0,0.200,0,1.006,0.209,0.197,Manara15,0,0.351,0.041,0.299,0,5.63,0.43,0.48,,,,,,,225.5,0,1.74,0.16,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16271213-2434491,WL_11,7.19,0.20,cluster_mean,138.1,5.1,3.5,U,0,II,,Natta06,0,3.480,0.050,Natta06,-1.150,125.0,0.200,0,-1.065,0.207,0.195,Manara15,0,-0.913,0.452,0.082,0,6.31,0.66,0.36,,,,,,,225.5,0,0.53,0.10,0.00,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
74,Oph,J16271372-2418168,ISO-Oph_116,7.32,0.23,GaiaDR2,135.7,5.5,3.9,U,0,II,,Natta06,0,3.580,0.050,Natta06,0.120,125.0,0.200,0,0.203,0.195,0.210,Manara15,0,-0.382,0.311,0.083,0,5.61,0.46,0.63,,,,,,,225.5,0,6.18,0.18,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
75,Oph,J16271382-2443316,ISO-Oph_117,6.88,0.44,GaiaDR2,144.4,11.9,7.4,U,0,II,M3.5,Manara15,0,3.524,0.007,Manara15,-0.656,125.0,0.100,0,-0.516,0.114,0.119,Manara15,0,-0.611,0.067,0.044,0,5.97,0.12,0.41,343.4,0,51.00,1.10,0.00,Cox17,225.5,0,22.02,0.36,0.00,Cieza18,,,,,,,0,2.00,0.34,0.35,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
76,Oph,J16271450-2426460,ISO-Oph_118,7.19,0.20,cluster_mean,138.7,4.6,4.0,U,0,FS,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,5.63,0.27,0.00,Cieza18,87.0,1,-1.00,-1.00,1.20,Ricci10,-1,0.00,0.00,0.00,0.00,1,-1.00,0.00,0.00,1.62,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,,WSB_46_ROXs_20,7.24,0.05,GaiaDR2,137.6,2.2,2.0,WJ,10.209,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.24,0.14,0.42,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
77,Oph,J16271513-2451388,WSB_46,7.24,0.05,GaiaDR2,137.7,2.0,2.2,W,0,II,M2,Cieza06,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.24,0.14,0.42,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,,ROXs_20,7.19,0.20,cluster_mean,138.7,4.7,4.0,W,0,?,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
78,Oph,J16271545-2426398,ISO-Oph_120_AB,7.19,0.20,cluster_mean,138.7,4.6,4.1,J,0.253,FS,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,11.36,0.30,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
78,Oph,J16271545-2426398,ISO-Oph_120_A,7.19,0.20,cluster_mean,138.8,4.5,4.1,B,0,FS,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,7.28,0.30,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
78,Oph,J16271545-2426398,ISO-Oph_120_B,7.19,0.20,cluster_mean,138.6,4.7,3.9,B,0,FS,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,4.08,0.30,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
79,Oph,J16271551-2430536,ISO-Oph_119,7.19,0.20,cluster_mean,138.6,4.7,3.9,U,0,FS,,Natta06,0,3.530,0.050,Natta06,-0.380,125.0,0.200,0,-0.274,0.185,0.217,Manara15,0,-0.599,0.317,0.112,0,5.87,0.39,0.83,,,,,,,225.5,1,-0.10,0.15,0.45,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
80,Oph,J16271588-2425141,ISO-Oph_122,7.19,0.20,cluster_mean,138.9,4.4,4.2,U,0,FS,,Natta06,0,3.480,0.050,Natta06,-1.200,125.0,0.200,0,-1.117,0.210,0.193,Manara15,0,-0.924,0.438,0.102,0,6.32,0.66,0.37,,,,,,,225.5,0,4.25,0.13,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
81,Oph,J16271643-2431145,ROXN_31,7.19,0.20,cluster_mean,139.0,4.2,4.4,U,0,I,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,19.54,0.12,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16271758-2405136,ISO-Oph_123,7.32,0.14,GaiaDR2,136.3,3.3,3.1,U,0,II,M3.5,Wilking05,0,3.512,0.030,Wilking05,-1.040,150.0,0.150,0,-1.130,0.158,0.145,Wilking15,0,-0.598,0.143,0.297,0,6.54,0.52,0.42,,,,,,,225.5,0,10.50,0.12,0.00,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
83,Oph,J16271838-2439146,ISO-Oph_127,7.19,0.20,cluster_mean,138.2,5.0,3.6,U,0,I,,Natta06,0,3.540,0.050,Natta06,-0.190,125.0,0.200,0,-0.121,0.224,0.180,Manara15,0,-0.516,0.279,0.114,0,5.76,0.35,0.77,,,,,,,225.5,0,29.03,0.21,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
84,Oph,J16271848-2429059,WL_4_AB,7.19,0.20,cluster_mean,138.3,4.9,3.7,J,0.176,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,1.45,0.34,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
84,Oph,J16271848-2429059,WL_4_A,7.19,0.20,cluster_mean,138.7,4.6,4.0,B,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
84,Oph,J16271848-2429059,WL_4_B,7.19,0.20,cluster_mean,138.7,4.6,4.0,B,0,II,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
85,Oph,J16271921-2428438,WL_3,7.19,0.20,cluster_mean,138.5,4.8,3.8,U,0,FS,,Natta06,0,3.580,0.050,Natta06,0.060,125.0,0.200,0,0.179,0.174,0.229,Manara15,0,-0.399,0.316,0.082,0,5.64,0.46,0.65,345.0,0,115.00,4.00,0.00,Andrews07,225.5,0,23.82,0.17,0.00,Cieza18,,,,,,,-1,3.70,0.34,0.35,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
86,Oph,J16272146-2441430,ISO-Oph_132,7.19,0.20,cluster_mean,138.3,4.9,3.7,S,0,FS,,Natta06,0,3.670,0.050,Natta06,0.570,125.0,0.200,0,0.665,0.199,0.204,Manara15,0,0.221,0.031,0.367,0,5.75,0.40,0.58,,,,,,,225.5,0,14.34,0.12,0.00,Cieza18,87.0,0,6.20,1.20,0.00,Ricci10,-1,0.00,0.00,0.00,0.00,9,0.88,0.28,0.24,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
87,Oph,J16272180-2429533,WL_6,7.19,0.20,cluster_mean,138.6,4.7,3.9,U,0,I,,Natta06,0,4.110,0.050,Natta06,2.170,125.0,0.200,0,2.254,0.209,0.195,Manara15,0,0.553,0.045,0.045,9,7.73,0.00,1.27,343.4,0,18.73,0.73,0.00,Cox17,225.5,0,5.40,0.39,0.00,Cieza18,,,,,,,0,2.96,0.39,0.39,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
88,Oph,J16272183-2427275,J16272183,7.19,0.20,cluster_mean,138.6,4.7,3.9,U,0,I,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.09,0.18,0.54,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
89,Oph,J16272297-2448071,WSB_49,7.19,0.08,GaiaDR2,138.6,2.6,2.3,U,0,II,M4.25,Erickson11,0,3.493,0.030,Erickson11,-1.220,130.0,0.150,0,-1.168,0.154,0.148,Erickson11,0,-0.924,0.364,0.091,0,6.38,0.51,0.37,,,,,,,225.5,1,0.20,0.17,0.71,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16272463-2429353,GY_259,7.19,0.20,cluster_mean,138.3,4.9,3.8,U,0,?,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,1,-0.08,0.10,0.30,Williams19,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
90,Oph,J16272461-2441034,ISO-Oph_137,7.19,0.20,cluster_mean,138.8,4.5,4.1,U,0,I,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,225.5,0,4.64,0.12,0.00,Cieza18,87.0,0,1.50,0.30,0.00,Ricci10,-1,0.00,0.00,0.00,0.00,9,1.19,0.28,0.24,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16272622-2419229,ISO-Oph_138,7.19,0.20,cluster_mean,138.7,4.6,4.0,U,0,II,M7.75,AlvesdeOliveira12,0,3.440,0.025,Testi16,-1.000,122.0,0.200,0,-0.900,0.212,0.190,Testi16,0,-0.917,0.094,0.146,0,5.77,0.48,0.00,338.0,0,1.96,0.09,0.00,Testi16,225.5,0,0.83,0.12,0.00,Williams19,,,,,,,0,2.12,0.54,0.49,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
91,Oph,J16272628-2442461,ISO-Oph_139,7.19,0.20,cluster_mean,139.0,4.2,4.4,U,0,FS,,Natta06,0,3.480,0.050,Natta06,-1.010,125.0,0.200,0,-0.911,0.194,0.211,Manara15,0,-0.832,0.391,0.093,0,6.22,0.60,0.31,,,,,,,225.5,0,2.47,0.13,0.00,Cieza18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Oph,J16272658-2425543,GY_264,7.19,0.15,GaiaDR2,138.7,3.6,3.3,U,0,II,M8,Liu15,0,3.431,0.025,Testi16,-1.638,122.0,0.200,0,-1.523,0.196,0.204,Testi16,0,-1.266,0.175,0.113,0,5.81,0.74,0.00,338.0,0,3.96,0.09,0.00,Testi16,225.5,0,1.76,0.11,0.00,Williams19,,,,,,,0,2.00,0.39,0.38,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
